Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Latitude,Longitude,Link
"4-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Dana wCB, NRF...","Longos, Malolos",6970000.0,4.0,,85.0,110.0,14.8743986,120.7973062,https://www.lamudi.com.ph/4-bedroom-house-for-sale-at-camella-provence-in-malolos-city-bulacan-dana-wcb-nrfo.html
"2-Storey 4BR House and Lot (Jazmine Model) for Sale in Governor's Hills, General Tria...","Biclatan, General Trias",6841640.0,4.0,,160.0,154.0,14.2814,120.918211,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-jazmine-model-for-sale-in-governors-hills-general-trias-cavite.html
"3-Bedroom Single Detached House and Lot for Sale in The Emerald Residences, Bagakay, ...","Bagakay, Ozamiz",5157800.0,3.0,,120.0,120.0,8.14369,123.813471,https://www.lamudi.com.ph/3-bedroom-single-detached-house-and-lot-for-sale-in-the-emerald-residences-bagakay-ozamiz-city-piedra-verde-alexandrite-model.html
"Semi-Furnished 3-Bedroom House and Lot for Sale at Dona Rufina, Bagakay, Ozamiz","Bagakay, Ozamiz",1699999.0,3.0,,70.0,100.0,8.14369,123.813471,https://www.lamudi.com.ph/semi-furnished-3-bedroom-house-and-lot-for-sale-at-dona-rufina-bagakay-ozamiz.html
"Kiara Quadruplex Townhouse for Sale in Sentosa, Calamba Laguna","Punta, Calamba",2406200.0,3.0,,79.0,60.0,14.176345,121.122173,https://www.lamudi.com.ph/kiara-quadruplex-townhouse-for-sale-in-sentosa-calamba-laguna.html
Pre-Selling 1-Bedroom Unit in Moldex Residences Baguio - Carezza Building,"Bakakeng Central, Baguio",3600000.0,1.0,1.0,21.0,,16.39936,120.581264,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-in-moldex-residences-baguio-carezza-building-1.html
"Pre-Selling Studio Unit (26.42 sqm) in Acacia Escalades B, Pasig City","Manggahan, Pasig",3890000.0,1.0,1.0,26.0,,14.601887,121.093698,https://www.lamudi.com.ph/pre-selling-studio-unit-26-42-sqm-in-acacia-escalades-b-pasig-city-1.html
"RFO 2-Bedroom Unit (63.60 sqm) in The Radiance Manila Bay North, Pasay City","Pasay Rotonda, Pasay",12000000.0,2.0,,63.0,,,120.989,https://www.lamudi.com.ph/rfo-2-bedroom-unit-63-60-sqm-in-the-radiance-manila-bay-north-pasay-city-1.html
"4-Bedroom Townhouse for Sale at Lancaster New City in Kawit, Cavite -ADELLE Model","San Sebastian, Kawit",2671400.0,4.0,,70.0,60.0,14.4185112,120.898962,https://www.lamudi.com.ph/4-bedroom-townhouse-for-sale-at-lancaster-new-city-in-kawit-cavite-adelle-model.html
"Azalea 3-Bedroom Townhouse for Sale in Primavera Homes Phase 2, Tanauan Batangas","Darasa, Tanauan",2698000.0,3.0,,65.0,60.0,14.0661817,121.1567437,https://www.lamudi.com.ph/azalea-3-bedroom-townhouse-for-sale-in-primavera-homes-phase-2-tanauan-batangas.html
"House and Lot with 3 bedroom for Sale in Verona, Lumil, Silang- Mariella Standard","Lumil, Silang",4460000.0,3.0,,63.0,88.0,14.183344,121.012375,https://www.lamudi.com.ph/house-and-lot-with-3-bedroom-for-sale-in-verona-lumil-silang-mariella-standard.html
2-Storey 4BR Single Detached House and Lot (Wallace Model) for Sale in Washington Pla...,"Sampaloc II, Dasmarinas",6298845.0,4.0,,83.0,140.0,14.287385,120.964753,https://www.lamudi.com.ph/2-storey-4br-single-detached-house-and-lot-wallace-model-for-sale-in-washington-place-dasmarinas-cavite.html
"RFO Studio Unit 2315A for Sale in Grand Riviera Suites, Roxas Boulevard, Manila","Roxas Boulevard, Manila",4363000.0,1.0,1.0,20.0,,14.551476,120.9895887,https://www.lamudi.com.ph/rfo-studio-unit-2315a-for-sale-in-grand-riviera-suites-roxas-boulevard-manila.html
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 2","San Antonio, Davao",7320000.0,1.0,2.0,50.0,,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-2.html
"2BR Bi-Level Condo Unit for Sale in West Parc - Alder Building, Filinvest City, Alaba...","Alabang, Muntinlupa",8900000.0,2.0,2.0,73.0,,14.4179774,121.037608,https://www.lamudi.com.ph/2br-bi-level-condo-unit-for-sale-in-west-parc-alder-building-filinvest-city-alabang-muntinlupa-73sqm.html
"1-Bedroom Condo Unit (24J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",12069664.0,1.0,1.0,57.0,,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-24j-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"3BR House and Lot (Scarlett Model) for Sale in San Francisco Heights, Calamba, Laguna","Palo-Alto, Calamba",4767000.0,3.0,,72.0,110.0,14.188482,121.109967,https://www.lamudi.com.ph/3br-house-and-lot-scarlett-model-for-sale-in-san-francisco-heights-calamba-laguna.html
"2BR Bungalow House (Francine Model) for Sale in San Francisco Heights, Calamba, Lagun...","Palo-Alto, Calamba",2918180.0,2.0,,46.0,110.0,14.191945,121.113605,https://www.lamudi.com.ph/2br-bungalow-house-francine-model-for-sale-in-san-francisco-heights-calamba-laguna.html
"2BR 1-Storey Single-Attached House for Sale in Ara Vista Village, General Trias Cavit...","Biclatan, General Trias",3199000.0,2.0,,77.0,100.0,14.2814,120.918211,https://www.lamudi.com.ph/2br-1-storey-single-attached-house-for-sale-in-ara-vista-village-general-trias-cavite-clara-ph-2.html
"2BR 2-Storey Single-Attached House for Sale in Ara Vista Village, General Trias Cavit...","Biclatan, General Trias",4353328.0,2.0,,96.0,100.0,14.2814,120.918211,https://www.lamudi.com.ph/2br-2-storey-single-attached-house-for-sale-in-ara-vista-village-general-trias-cavite-cielo-ph-2.html
"ROSE (Bare 2-Storey End Unit) - Marytown Place, Sta. Maria Bulacan, 1.6M","Bulac, Santa Maria",1600000.0,1.0,,46.0,57.0,14.83466,121.33919,https://www.lamudi.com.ph/rose-bare-2-storey-end-unit-marytown-place-sta-maria-bulacan-1-6m.html
"Studio Condo Unit for Sale in West Parc - Birch Building, Filinvest City, Alabang Mun...","Alabang, Muntinlupa",4500000.0,1.0,1.0,37.0,,14.4179774,121.037608,https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-west-parc-birch-building-filinvest-city-alabang-muntinlupa-37sqm.html
"5-Bedroom House and Lot (Amadea Model) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang",9268000.0,5.0,,179.0,176.0,14.183344,121.012375,https://www.lamudi.com.ph/5-bedroom-house-and-lot-amadea-model-for-sale-in-suntrust-verona-silang-cavite.html
"YURI 2BR 2-Storey Single Detached for Sale in Idesia Heights, Dasmarinas Cavite","San Agustin I, Dasmarinas",5000000.0,2.0,,63.0,96.0,14.304975,120.944111,https://www.lamudi.com.ph/yuri-2br-2-storey-single-detached-for-sale-in-idesia-heights-dasmarinas-cavite.html
"Residential Unit (106-16) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000.0,1.0,1.0,24.0,,10.3058395,123.8908567,https://www.lamudi.com.ph/residential-unit-106-16-for-sale-in-uniplace-swu-village-cebu-city.html
"ROSE (Bare 2-Storey Corner Unit) - Marytown Place, Sta. Maria Bulacan, 1.76M","Bulac, Santa Maria",1760000.0,1.0,,46.0,77.0,14.83466,121.33919,https://www.lamudi.com.ph/rose-bare-2-storey-corner-unit-marytown-place-sta-maria-bulacan-1-76m.html
"RFO 1BR Unit (37.15 sqm) for Sale - The Trion Towers 3, BGC Taguig","McKinley Hill, Taguig",10000000.0,1.0,1.0,37.0,,14.54595,121.0494,https://www.lamudi.com.ph/rfo-1br-unit-37-15-sqm-for-sale-the-trion-towers-3-bgc-taguig-1.html
"3BR Quadruplex (Kiara Townhouse Inner) for Sale in Suntrust Sentosa, Calamba, Laguna","Punta, Calamba",2406200.0,3.0,,79.0,60.0,14.176345,121.122173,https://www.lamudi.com.ph/3br-quadruplex-kiara-townhouse-inner-for-sale-in-suntrust-sentosa-calamba-laguna.html
"ROSE (Bare 2-Storey Inner Unit) - Marytown Place, Sta. Maria Bulacan, 1.40M","Bulac, Santa Maria",1400000.0,1.0,,46.0,40.0,14.83466,121.33919,https://www.lamudi.com.ph/rose-bare-2-storey-inner-unit-marytown-place-sta-maria-bulacan-1-40m.html
Residential Lot for Sale in Ajoya Pampanga (near NLEX-Mexico exit) - with Special Off...,"Eden, Mexico",1900000.0,,,,121.0,15.125835,120.680386,https://www.lamudi.com.ph/residential-lot-for-sale-in-ajoya-pampanga-near-nlex-mexico-exit-with-special-offer.html
"3-Bedroom Unit for Sale in Suntrust Amadea - Tower 1, Quezon City","Paligsahan, Quezon City",6709716.0,3.0,2.0,46.0,,14.646511,120.996952,https://www.lamudi.com.ph/3-bedroom-unit-for-sale-in-suntrust-amadea-tower-1-quezon-city.html
"Amaya Two Storey SD for Sale in Sentosa, Calamba Laguna","Punta, Calamba",7032800.0,4.0,,149.0,176.0,14.176345,121.122173,https://www.lamudi.com.ph/amaya-two-storey-sd-for-sale-in-sentosa-calamba-laguna.html
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 327-H","Cupang, Muntinlupa",5446700.0,2.0,1.0,58.0,,14.434669,121.040194,https://www.lamudi.com.ph/rfo-2-bedroom-condo-unit-for-sale-in-asia-enclaves-cupang-muntinlupa-city-327-h.html
"2-Bedroom Unit for Sale in 88 Gibraltar Tower 2, Gibraltar, Baguio","Gibraltar, Baguio",6853000.0,2.0,1.0,43.0,,16.419598,120.626852,https://www.lamudi.com.ph/2-bedroom-unit-for-sale-in-88-gibraltar-tower-2-gibraltar-baguio.html
"2-Storey 4BR House and Lot (Luciana Model) for Sale in Siena Hills, Lipa City, Batang...","Antipolo del Sur, Lipa",8381730.0,4.0,,174.0,176.0,,121.185,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-luciana-model-for-sale-in-siena-hills-lipa-city-batangas.html
2-Bedroom Single Attached House and Lot for Sale in Ajoya Pampanga (Mexico) - with Sp...,"Eden, Mexico",3100000.0,2.0,,59.0,88.0,15.125835,120.680386,https://www.lamudi.com.ph/2-bedroom-single-attached-house-and-lot-for-sale-in-ajoya-pampanga-mexico-with-special-offer.html
Grand View Tower - Studio Unit (21 sqm) for Sale in Pasay City,"Libertad, Pasay",4500000.0,1.0,1.0,21.0,,14.547436,120.998485,https://www.lamudi.com.ph/grand-view-tower-studio-unit-21-sqm-for-sale-in-pasay-city.html
"Studio Unit for Sale in Suntrust Amadea - Tower 2, Quezon City","Paligsahan, Quezon City",3040080.0,1.0,1.0,24.0,,14.646511,120.996952,https://www.lamudi.com.ph/studio-unit-for-sale-in-suntrust-amadea-tower-2-quezon-city.html
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...","Manibaug Paralaya, Porac",2643963.0,3.0,,62.0,50.0,15.119767,120.560714,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-andorra-inner-unit-complete.html
"3BR Bungalow House and Lot (Angelica Model) for Sale in Siena Hills, Lipa City, Batan...","Antipolo del Sur, Lipa",5036925.0,3.0,,67.0,150.0,,121.185,https://www.lamudi.com.ph/3br-bungalow-house-and-lot-angelica-model-for-sale-in-siena-hills-lipa-city-batangas.html
"2-Bedroom Condo Unit (16H) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",16125357.0,2.0,2.0,84.0,,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-16h-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"2-Storey 4BR House and Lot (Caterina Model) for Sale in Siena Hills, Lipa City, Batan...","Antipolo del Sur, Lipa",7413780.0,4.0,,136.0,176.0,,121.185,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-caterina-model-for-sale-in-siena-hills-lipa-city-batangas.html
"For Sale: 2BR Unit (37.9 sqm) in Suntrust Kirana, Pasig City","Pinagbuhatan, Pasig",5008864.0,2.0,1.0,37.0,,14.555535,121.090095,https://www.lamudi.com.ph/for-sale-2br-unit-37-9-sqm-in-suntrust-kirana-pasig-city.html
"The Sofia Terraces, 2-Bedroom Condo Unit for Sale in Quezon Hills, Baguio City","Quezon Hill Proper, Baguio",5940000.0,2.0,1.0,45.0,,16.4145653,120.5814088,https://www.lamudi.com.ph/the-sofia-terraces-2-bedroom-condo-unit-for-sale-in-quezon-hills-baguio-city.html
"Penthouse Unit (54C) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",100000000.0,4.0,4.0,268.0,,14.588377,121.059897,https://www.lamudi.com.ph/penthouse-unit-54c-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas",2239999.0,2.0,,42.0,60.0,14.304975,120.944111,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot7.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas",2239999.0,2.0,,42.0,60.0,14.304975,120.944111,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot13.html
"4-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -BRIANA Model","Alapan II-A, Imus",6756360.0,4.0,,110.0,100.0,14.4084872,120.9062254,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-imus-cavite-briana-model.html
"For Sale 2 Bedroom Condo Unit Brand New and Furnished in Alang-Alang, Mandaue","Alang-Alang, Mandaue",5000000.0,2.0,1.0,38.0,,10.9221743,124.0208544,https://www.lamudi.com.ph/for-sale-2-bedroom-condo-unit-brand-new-and-furnished-in-alang-alang-mandaue.html
"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -GABR...","Pasong Camachile I, General Trias",6650000.0,3.0,,84.0,120.0,14.37318,120.896613,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-gabrielle-model.html
"Studio Unit (45J) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",10715000.0,1.0,1.0,34.0,,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-45j-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Storey 3BR House and Lot (Fiorenza Premium) for Sale in Siena Hills, Lipa City, Bat...","Antipolo del Sur, Lipa",6085537.0,3.0,,117.0,120.0,,121.185,https://www.lamudi.com.ph/2-storey-3br-house-and-lot-fiorenza-premium-for-sale-in-siena-hills-lipa-city-batangas.html
"Studio Condo Unit (7F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7948203.0,1.0,1.0,33.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-7f-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Pre-Selling 3BR (211.57 sqm), The Residences At The Westin Manila Sonata Place","Ortigas CBD, Pasig",50085329.0,3.0,,211.0,,14.5808822,121.05885,https://www.lamudi.com.ph/pre-selling-3br-211-57-sqm-the-residences-at-the-westin-manila-sonata-place-1.html
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...","Manibaug Paralaya, Porac",2820800.0,3.0,,78.0,63.0,15.119767,120.560714,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-anais-bare-inner-unit.html
"Studio Condo Unit (7B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7216034.0,1.0,1.0,32.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-7b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"3-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -CHESSA Model","Alapan II-A, Imus",5978000.0,3.0,,90.0,100.0,14.4084872,120.9062254,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-imus-cavite-chessa-model.html
"Non-PEZA Industrial Lot (8,000 sqm) for Sale, Cavite Technopark, Naic, Cavite","Sabang, Naic",40000000.0,,,,8000.0,14.319351,120.799295,https://www.lamudi.com.ph/non-peza-industrial-lot-8-000-sqm-for-sale-cavite-technopark-naic-cavite.html
"Suntrust Capitol Plaza - 1-Bedroom Unit for Sale in Diliman, Quezon City","Diliman, Quezon City",7300000.0,1.0,1.0,40.0,,14.644874,121.050593,https://www.lamudi.com.ph/suntrust-capitol-plaza-1-bedroom-unit-for-sale-in-diliman-quezon-city.html
"4-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -ALEX...","Pasong Camachile I, General Trias",7410000.0,4.0,,100.0,120.0,14.37318,120.896613,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-alexandra-model.html
"Brentville International Community - Woodmore Spring (Lot only) in Binan, Laguna","Mampalasan, Binan",21940000.0,,,,541.0,14.2923053,121.0810444,https://www.lamudi.com.ph/brentville-international-community-woodmore-spring-lot-only-in-binan-laguna.html
"ROSE (Bare 2-Storey End Unit) - Marytown Place, Sta. Maria Bulacan, 1.4M","Bulac, Santa Maria",1400000.0,1.0,,46.0,48.0,14.83466,121.33919,https://www.lamudi.com.ph/rose-bare-2-storey-end-unit-marytown-place-sta-maria-bulacan-1-4m.html
"2-Bedroom Unit (3109) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25471000.0,2.0,1.0,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3109-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2BR Condo Unit for Sale in AMA Tower Residences, Wack-Wack Mandaluyong City | 5A","Wack-Wack Greenhills, Mandaluyong",12370523.0,2.0,1.0,52.0,,14.592173,121.053333,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ama-tower-residences-wack-wack-mandaluyong-city-5a.html
"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -CHES...","Pasong Camachile I, General Trias",5978000.0,3.0,,90.0,100.0,14.37318,120.896613,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-chessa-model.html
"Studio (4117) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",10021000.0,1.0,,35.0,,14.588882,121.079016,https://www.lamudi.com.ph/studio-4117-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
3-Bedroom Single Attached House and Lot for Sale in Ajoya Pampanga (Mexico) - with Sp...,"Eden, Mexico",3800000.0,3.0,,72.0,88.0,15.125835,120.680386,https://www.lamudi.com.ph/3-bedroom-single-attached-house-and-lot-for-sale-in-ajoya-pampanga-mexico-with-special-offer.html
"3-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -MARGARET Mode...","Alapan II-A, Imus",5690000.0,3.0,,72.0,100.0,14.4084872,120.9062254,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-imus-cavite-margaret-model.html
"1-Bedroom Unit (22D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",20502000.0,1.0,1.0,65.0,,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-22d-for-sale-in-empress-at-capitol-commons-pasig-city.html
"The Mist Residences - Studio Unit for Sale in Bakakeng Central, Baguio City","Bakakeng Central, Baguio",3800000.0,1.0,1.0,28.0,,16.39936,120.581264,https://www.lamudi.com.ph/the-mist-residences-studio-unit-for-sale-in-bakakeng-central-baguio-city.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas",2239999.0,2.0,,42.0,60.0,14.304975,120.944111,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot9.html
Pre-Selling 1-Bedroom Unit (36 sqm) at The Sapphire Bloc East in Ortigas CBD,"Ortigas CBD, Pasig",8500000.0,1.0,1.0,36.0,,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-36-sqm-at-the-sapphire-bloc-east-in-ortigas-cbd-1.html
"5-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Greta, NRFO","Longos, Malolos",10151000.0,5.0,,166.0,143.0,14.8743986,120.7973062,https://www.lamudi.com.ph/5-bedroom-house-for-sale-at-camella-provence-in-malolos-city-bulacan-greta-nrfo.html
"2-Storey 4BR House and Lot (Amaya Model) for Sale in Suntrust Sentosa, Calamba, Lagun...","Punta, Calamba",7032800.0,4.0,,149.0,176.0,14.176345,121.122173,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-amaya-model-for-sale-in-suntrust-sentosa-calamba-laguna.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas",2239999.0,2.0,,42.0,60.0,14.304975,120.944111,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot61.html
Pre-Selling 1-Bedroom Unit in Moldex Residences Baguio - Davos Building,"Bakakeng Central, Baguio",4800000.0,1.0,1.0,28.0,,16.39936,120.581264,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-in-moldex-residences-baguio-davos-building-1.html
"3BR House and Lot (Mariella Premium) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang",4956000.0,3.0,,93.0,88.0,14.183344,121.012375,https://www.lamudi.com.ph/3br-house-and-lot-mariella-premium-for-sale-in-suntrust-verona-silang-cavite.html
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 312-E","Cupang, Muntinlupa",5446700.0,2.0,1.0,58.0,,14.434669,121.040194,https://www.lamudi.com.ph/rfo-2-bedroom-condo-unit-for-sale-in-asia-enclaves-cupang-muntinlupa-city-312-e.html
"3BR Single Attached House and Lot for Sale in The Villages at Lipa, Brook Village, Ba...","Bugtong Na Pulo, Lipa",3800000.0,3.0,,65.0,116.0,14.0042716,121.1705877,https://www.lamudi.com.ph/3br-single-attached-house-and-lot-for-sale-in-the-villages-at-lipa-brook-village-batangas-with-special-offer.html
"2-Bedroom Unit for Sale in Suntrust Solana, Ermita Manila","Ermita, Manila",4900000.0,2.0,1.0,39.0,,14.590526,120.985482,https://www.lamudi.com.ph/2-bedroom-unit-for-sale-in-suntrust-solana-ermita-manila.html
"3-Bedroom Unit with Balcony for Sale, Cebu City","Talamban, Cebu",8000000.0,3.0,2.0,72.0,,10.36171,123.911374,https://www.lamudi.com.ph/3-bedroom-unit-with-balcony-for-sale-cebu-city.html
"1-Bedroom Unit (3107) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16214000.0,1.0,1.0,57.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3107-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac",8982815.0,4.0,,176.0,168.0,15.119767,120.560714,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-athens-model.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14612268.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-11g.html
"Studio Unit (37.8 sqm) for Sale in La Vida Tower B, Pasay City","F.B Harisson, Pasay",5006400.0,1.0,1.0,37.0,,14.55323,120.990226,https://www.lamudi.com.ph/studio-unit-37-8-sqm-for-sale-in-la-vida-tower-b-pasay-city.html
"2 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City",10100000.0,2.0,2.0,68.0,,14.644874,121.050593,https://www.lamudi.com.ph/2-bedroom-condominium-for-sale-in-suntrust-capitol-plaza-diliman-quezon-city.html
"Azumi  Quadruplex Townhouse for Sale in Sentosa, Calamba Laguna","Punta, Calamba",2459200.0,3.0,,80.0,60.0,14.176345,121.122173,https://www.lamudi.com.ph/azumi-quadruplex-townhouse-for-sale-in-sentosa-calamba-laguna.html
"2-Bedroom Condo (Unit H) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",6363100.0,2.0,1.0,35.0,,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-h-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html
"RFO 1-Bedroom Unit (40 sqm) in The Radiance Manila Bay North, Pasay City","Pasay Rotonda, Pasay",8100000.0,1.0,1.0,40.0,,,120.989,https://www.lamudi.com.ph/rfo-1-bedroom-unit-40-sqm-in-the-radiance-manila-bay-north-pasay-city-1.html
"2BR Unit (37.9 sqm) for Sale in Suntrust Kirana, Pasig City","Pinagbuhatan, Pasig",5008864.0,2.0,1.0,37.0,,14.555535,121.090095,https://www.lamudi.com.ph/2br-unit-37-9-sqm-for-sale-in-suntrust-kirana-pasig-city.html
"For Sale: 2BR Condo Unit with Balcony in Legacy Leisure Residences, Ma-a, Davao City ...","Ma-A, Davao",8535732.0,2.0,2.0,76.0,,7.0867489,125.5840299,https://www.lamudi.com.ph/for-sale-2br-condo-unit-with-balcony-in-legacy-leisure-residences-ma-a-davao-city-76-35-sqm.html
Pre-Selling 1-Bedroom Unit in Moldex Residences Baguio - Groden Building,"Bakakeng Central, Baguio",7300000.0,1.0,1.0,45.0,,16.39936,120.581264,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-in-moldex-residences-baguio-groden-building-1.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14612268.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-17g.html
"For Sale: 2-Bedroom Unit in Metrotowne, Las Pinas City","Talon Uno, Las Pinas",6500000.0,2.0,1.0,48.0,,14.446596,120.987165,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-in-metrotowne-las-pinas-city.html
"House and Lot with 4 bedroom for Sale in Verona, Lumil, Silang- Gisella","Lumil, Silang",7860000.0,4.0,,116.0,176.0,14.183344,121.012375,https://www.lamudi.com.ph/house-and-lot-with-4-bedroom-for-sale-in-verona-lumil-silang-gisella.html
"1-Bedroom Condo Unit with Balcony for Sale at Legacy Leisure Residences in Ma-a, Dava...","Ma-A, Davao",4206258.0,1.0,1.0,36.0,,7.0867489,125.5840299,https://www.lamudi.com.ph/1-bedroom-condo-unit-with-balcony-for-sale-at-legacy-leisure-residences-in-ma-a-davao-city.html
1BR Unit (30 sqm) for Sale in Moldex Residences Silang Cavite near Dasmarinas,"Biluso, Silang",3000000.0,1.0,1.0,30.0,,14.247941,120.952854,https://www.lamudi.com.ph/1br-unit-30-sqm-for-sale-in-moldex-residences-silang-cavite-near-dasmarinas.html
