Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Latitude,Longitude,Link
"Offices at The Galleon - Glass Unit (34E) for Sale in Ortigas, Pasig","San Antonio, Pasig",32795000.0,,,93.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-glass-unit-34e-for-sale-in-ortigas-pasig.html
"Loft Unit for Sale in AMA Tower Residences, Wack-Wack Greenhills Mandaluyong|32R","Wack-Wack Greenhills, Mandaluyong",29623317.0,1.0,1.0,116.0,,14.592173,121.053333,https://www.lamudi.com.ph/loft-unit-for-sale-in-ama-tower-residences-wack-wack-greenhills-mandaluyong-32r.html
"Offices at The Galleon - Prime Unit (11I) for Sale in Ortigas, Pasig","San Antonio, Pasig",31409000.0,,,93.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-11i-for-sale-in-ortigas-pasig.html
"TALIA 2-Storey Single Attached (Irregular) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa",5600000.0,2.0,,52.0,118.0,13.9775271,121.1701226,https://www.lamudi.com.ph/talia-2-storey-single-attached-irregular-for-sale-in-idesia-lipa-batangas.html
Suntrust Kirana - Studio Unit for Sale in Pasig City,"Pinagbuhatan, Pasig",3297501.0,1.0,1.0,27.0,,14.555535,121.090095,https://www.lamudi.com.ph/suntrust-kirana-studio-unit-for-sale-in-pasig-city.html
"ARIA Townhouse (Cor-End) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa",4700000.0,2.0,,42.0,114.0,13.9775271,121.1701226,https://www.lamudi.com.ph/aria-townhouse-cor-end-for-sale-in-idesia-lipa-batangas.html
"2-Storey 4BR House and Lot (Sofia Model) for Sale in Governor's Hills, General Trias,...","Biclatan, General Trias",6344860.0,4.0,,115.0,132.0,14.2814,120.918211,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-sofia-model-for-sale-in-governors-hills-general-trias-cavite.html
"3BR Condo Unit for Sale at The Sofia Terraces in Quezon Hills, Baguio City | 67.60sqm","Quezon Hill Proper, Baguio",9253088.0,3.0,2.0,67.0,,16.4145653,120.5814088,https://www.lamudi.com.ph/3br-condo-unit-for-sale-at-the-sofia-terraces-in-quezon-hills-baguio-city-67-60sqm.html
"Non-PEZA Industrial Lot (12,000 sqm) for Sale, Cavite Technopark, Naic, Cavite","Sabang, Naic",40000000.0,,,,12000.0,14.319351,120.799295,https://www.lamudi.com.ph/non-peza-industrial-lot-12-000-sqm-for-sale-cavite-technopark-naic-cavite.html
"Cityland Pioneer Heights 1, 1-Bedroom Deluxe  for Sale in Mandaluyong","Highway Hills, Mandaluyong",4400659.0,1.0,2.0,46.0,,14.578255,121.052143,https://www.lamudi.com.ph/cityland-pioneer-heights-1-1-bedroom-deluxe-for-sale-in-mandaluyong.html
"Studio Deluxe (34E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12882000.0,1.0,1.0,46.0,,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-34e-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (2420) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26640000.0,2.0,,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2420-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Pre-Selling Studio Unit in Sierra Valley Gardens 1, Cainta, Rizal, 3.75M","San Juan, Cainta",3750000.0,1.0,1.0,,,14.583362,121.130727,https://www.lamudi.com.ph/pre-selling-studio-unit-in-sierra-valley-gardens-1-cainta-rizal-3-75m.html
"1-Bedroom Unit (1426) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16122000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1426-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Arezzo Place Davao - Studio for Sale in Sasa, Davao","Sasa, Davao",3010000.0,1.0,1.0,32.0,,7.128006,125.648968,https://www.lamudi.com.ph/arezzo-place-davao-studio-for-sale-in-sasa-davao-549764-84.html
"3BR Townhome End Unit for Sale - Penthouse at Jubilation Enclave North, New Binan, La...","Santo Nino, Binan",5300000.0,3.0,,90.0,80.0,14.3268282,121.0857856,https://www.lamudi.com.ph/3br-townhome-end-unit-for-sale-penthouse-at-jubilation-enclave-north-new-binan-laguna.html
"The Sofia Terraces, 3-Bedroom Condo Unit for Sale in Quezon Hills, Baguio City","Quezon Hill Proper, Baguio",11780000.0,3.0,2.0,81.0,,16.4145653,120.5814088,https://www.lamudi.com.ph/the-sofia-terraces-3-bedroom-condo-unit-for-sale-in-quezon-hills-baguio-city.html
"2-Storey 3BR House and Lot (Celestina Model) for Sale in Siena Hills, Lipa City, Bata...","Antipolo del Sur, Lipa",6303625.0,3.0,,123.0,150.0,,121.185,https://www.lamudi.com.ph/2-storey-3br-house-and-lot-celestina-model-for-sale-in-siena-hills-lipa-city-batangas.html
"4-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -BRIA...","Pasong Camachile I, General Trias",6756360.0,4.0,,110.0,100.0,14.37318,120.896613,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-briana-model.html
"3-Bedroom Unit (55A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",51606000.0,3.0,3.0,147.0,,14.575822,121.064324,https://www.lamudi.com.ph/3-bedroom-unit-55a-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (17E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",42022000.0,2.0,2.0,114.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-17e-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"TALIA 2-Storey Single Attached (Irregular) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa",5600000.0,2.0,,52.0,118.0,13.9775271,121.1701226,https://www.lamudi.com.ph/talia-2-storey-single-attached-irregular-for-sale-in-idesia-lipa-batangas.html
"1-Bedroom Unit (1426) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16122000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1426-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Condo Unit for Sale in Suntrust Ascentia, Santa Ana, Manila, Metro Manila","Santa Ana, Manila",6522096.0,2.0,1.0,39.0,,14.5822048,121.0135541,https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-in-suntrust-ascentia-santa-ana-manila-metro-manila.html
"3-Bedroom Unit (55A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",51606000.0,3.0,3.0,147.0,,14.575822,121.064324,https://www.lamudi.com.ph/3-bedroom-unit-55a-for-sale-in-empress-at-capitol-commons-pasig-city.html
Shophouse for Sale in Ajoya Pampanga (Mexico) - with Special Offer,"Eden, Mexico",5200000.0,,,102.0,60.0,15.125835,120.680386,https://www.lamudi.com.ph/shophouse-for-sale-in-ajoya-pampanga-mexico-with-special-offer.html
"The Sofia Terraces, 3-Bedroom Condo Unit for Sale in Quezon Hills, Baguio City","Quezon Hill Proper, Baguio",11780000.0,3.0,2.0,81.0,,16.4145653,120.5814088,https://www.lamudi.com.ph/the-sofia-terraces-3-bedroom-condo-unit-for-sale-in-quezon-hills-baguio-city.html
"2-Storey 3BR House and Lot (Celestina Model) for Sale in Siena Hills, Lipa City, Bata...","Antipolo del Sur, Lipa",6303625.0,3.0,,123.0,150.0,,121.185,https://www.lamudi.com.ph/2-storey-3br-house-and-lot-celestina-model-for-sale-in-siena-hills-lipa-city-batangas.html
"Shophouse for Sale in Ajoya Capas, Tarlac - with Special Offer","Talaga, Capas",8300000.0,,,99.0,60.0,15.38115,120.590541,https://www.lamudi.com.ph/shophouse-for-sale-in-ajoya-capas-tarlac-with-special-offer.html
"Pre-Selling Studio Unit in Sierra Valley Gardens 1, Cainta, Rizal, 3.75M","San Juan, Cainta",3750000.0,1.0,1.0,,,14.583362,121.130727,https://www.lamudi.com.ph/pre-selling-studio-unit-in-sierra-valley-gardens-1-cainta-rizal-3-75m.html
"Arezzo Place Davao - Studio for Sale in Sasa, Davao","Sasa, Davao",3010000.0,1.0,1.0,32.0,,7.128006,125.648968,https://www.lamudi.com.ph/arezzo-place-davao-studio-for-sale-in-sasa-davao-549764-84.html
"2-Bedroom Unit (2420) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26640000.0,2.0,,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2420-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio Deluxe (34E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12882000.0,1.0,1.0,46.0,,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-34e-for-sale-in-empress-at-capitol-commons-pasig-city.html
"3BR Townhome End Unit for Sale - Penthouse at Jubilation Enclave North, New Binan, La...","Santo Nino, Binan",5300000.0,3.0,,90.0,80.0,14.3268282,121.0857856,https://www.lamudi.com.ph/3br-townhome-end-unit-for-sale-penthouse-at-jubilation-enclave-north-new-binan-laguna.html
"4-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -BRIA...","Pasong Camachile I, General Trias",6756360.0,4.0,,110.0,100.0,14.37318,120.896613,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-briana-model.html
"2-Bedroom Unit (17E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",42022000.0,2.0,2.0,114.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-17e-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 216-G","Cupang, Muntinlupa",3756900.0,1.0,1.0,40.0,,14.434669,121.040194,https://www.lamudi.com.ph/rfo-1-bedroom-condo-unit-for-sale-in-asia-enclaves-cupang-muntinlupa-city-216-g.html
"1-Bedroom Unit (4114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",18160000.0,1.0,,57.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-4114-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 2","San Antonio, Davao",10760000.0,2.0,2.0,76.0,,7.095857,125.630475,https://www.lamudi.com.ph/2-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-2.html
2-Bedroom Sophisticated & Trendy House and Lot for Sale in The Emerald Residences Pha...,"Bagakay, Ozamiz",4600000.0,2.0,,39.0,100.0,8.14369,123.813471,https://www.lamudi.com.ph/2-bedroom-sophisticated-trendy-house-and-lot-for-sale-in-the-emerald-residences-phase-2-bagakay-ozamiz-city-taylor-smart-home.html
"1-Bedroom Unit (S32D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11054400.0,1.0,1.0,47.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s32d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"3BR House and Lot (Sabrina Model) for Sale in San Francisco Heights, Calamba, Laguna","Palo-Alto, Calamba",4442000.0,3.0,,60.0,110.0,14.188482,121.109967,https://www.lamudi.com.ph/3br-house-and-lot-sabrina-model-for-sale-in-san-francisco-heights-calamba-laguna.html
"For Sale 2 Bedroom Unit in Suntrust Ascentia at Santa Ana, Manila","Santa Ana, Manila",6522096.0,2.0,1.0,39.0,,14.5822048,121.0135541,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-in-suntrust-ascentia-at-santa-ana-manila.html
"40 sqm, 1 Bedroom Unit For Sale in The Radiance Manila Bay Roxas Boulevard Pasay","Pasay Rotonda, Pasay",8625062.0,1.0,1.0,40.0,,14.53747,120.9997968,https://www.lamudi.com.ph/40-sqm-1-bedroom-unit-for-sale-in-the-radiance-manila-bay-roxas-boulevard-pasay.html
"2-Storey 4BR House and Lot (Sofia Model) for Sale in Governor's Hills, General Trias,...","Biclatan, General Trias",6344860.0,4.0,,115.0,132.0,14.2814,120.918211,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-sofia-model-for-sale-in-governors-hills-general-trias-cavite.html
Pre-Selling 1-Bedroom Unit (48 sqm) in The Magnolia Residences D at New Manila,"New Manila, Quezon City",9400000.0,1.0,1.0,48.0,,,121.039,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-48-sqm-in-the-magnolia-residences-d-at-new-manila-1.html
"Non-PEZA Industrial Lot (12,000 sqm) for Sale, Cavite Technopark, Naic, Cavite","Sabang, Naic",40000000.0,,,,12000.0,14.319351,120.799295,https://www.lamudi.com.ph/non-peza-industrial-lot-12-000-sqm-for-sale-cavite-technopark-naic-cavite.html
"1-Bedroom Unit (N19G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10998400.0,1.0,1.0,44.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n19g2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Garden Unit (143 sqm) for Sale in Maple at Verdant Towers, Ortigas, Pasig C...","Ugong, Pasig",48778000.0,2.0,1.0,143.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-garden-unit-143-sqm-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Viridian in Greenhills, 2-Bedroom Unit (50H) for Sale in San Juan City","Greenhills, San Juan",37610000.0,2.0,3.0,141.0,,14.600676,121.43876,https://www.lamudi.com.ph/viridian-in-greenhills-2-bedroom-unit-50h-for-sale-in-san-juan-city-1.html
"Pre-Selling 1-Bedroom Unit in The Radiance Manila Bay South, Pasay City, 7.9M","Pasay Rotonda, Pasay",7900000.0,1.0,1.0,,,14.53747,120.9997968,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-in-the-radiance-manila-bay-south-pasay-city-7-9m.html
"Pre-Selling 1-Bedroom Unit (40.50 sqm) in Galleria Residences 2, Cebu City","North Reclamation Area, Cebu",6400000.0,1.0,,40.0,,10.3084189,123.9157609,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-40-50-sqm-in-galleria-residences-2-cebu-city-3.html
"2-Bedroom Unit (40B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",33827000.0,2.0,2.0,106.0,,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-40b-for-sale-in-empress-at-capitol-commons-pasig-city.html
Pre-Selling 1-Bedroom Executive Unit (49.5 sqm) at The Sapphire Bloc South,"Ortigas CBD, Pasig",11200000.0,1.0,1.0,49.0,,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1-bedroom-executive-unit-49-5-sqm-at-the-sapphire-bloc-south.html
GAIA 2-Storey Single Detached (Regular) for Sale in Idesia Dasmarinas Phase 2,"San Agustin I, Dasmarinas",4800000.0,3.0,,63.0,100.0,14.304975,120.944111,https://www.lamudi.com.ph/gaia-2-storey-single-detached-regular-for-sale-in-idesia-dasmarinas-phase-2.html
"1-Bedroom Unit (N59E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17363800.0,1.0,1.0,64.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n59e1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"4BR Single Attached House and Lot for Sale in The Villages at Lipa, Brook Village, Ba...","Bugtong Na Pulo, Lipa",4600000.0,4.0,,80.0,103.0,14.0042716,121.1705877,https://www.lamudi.com.ph/4br-single-attached-house-and-lot-for-sale-in-the-villages-at-lipa-brook-village-batangas-with-special-offer.html
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",25296000.0,3.0,,250.0,92.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-unit-2.html
"RFO 2BR Unit (51.82 sqm) for Sale in Axis Residences B, Mandaluyong City","Barangka Ilaya, Mandaluyong",12700000.0,2.0,2.0,51.0,,14.571338,121.04641,https://www.lamudi.com.ph/rfo-2br-unit-51-82-sqm-for-sale-in-axis-residences-b-mandaluyong-city-1.html
"2-Bedroom Unit (43L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",48572000.0,2.0,2.0,109.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-43l-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"Studio Unit (46J) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",10730000.0,1.0,1.0,34.0,,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-46j-for-sale-in-empress-at-capitol-commons-pasig-city.html
2BR Condo in Valenzuela for Sale - Moldex Residences Valenzuela Caramoan Bldg,"Paso de Blas, Valenzuela",4050000.0,2.0,2.0,36.0,,14.7049986,120.98518,https://www.lamudi.com.ph/2br-condo-in-valenzuela-for-sale-moldex-residences-valenzuela-caramoan-bldg.html
"Condo Dormitory (Unit 105-20) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000.0,1.0,1.0,24.0,,10.3058395,123.8908567,https://www.lamudi.com.ph/condo-dormitory-unit-105-20-for-sale-in-uniplace-swu-village-cebu-city.html
"For as low as 9,700/ month; Studio Unit for Sale at Woodsville Crest, Merville, Paran...","Merville, Paranaque",4740000.0,1.0,1.0,23.0,,14.499387,121.025633,https://www.lamudi.com.ph/for-as-low-as-9-700-month-studio-unit-for-sale-at-woodsville-crest-merville-paranaque.html
"Studio Unit (30 sqm) for Sale in City Clou, Cebu City","Zapatera, Cebu",3980978.0,1.0,1.0,30.0,,10.305725,123.904993,https://www.lamudi.com.ph/studio-unit-30-sqm-for-sale-in-city-clou-cebu-city.html
"Cityland Pioneer Heights 1, 1-Bedroom Deluxe  for Sale in Mandaluyong","Highway Hills, Mandaluyong",4400659.0,1.0,2.0,46.0,,14.578255,121.052143,https://www.lamudi.com.ph/cityland-pioneer-heights-1-1-bedroom-deluxe-for-sale-in-mandaluyong.html
"2-Bedroom Unit (37H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",42229000.0,2.0,2.0,114.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-37h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"5-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Freya, NRFO/R...","Longos, Malolos",8654000.0,5.0,,140.0,121.0,14.8743986,120.7973062,https://www.lamudi.com.ph/5-bedroom-house-for-sale-at-camella-provence-in-malolos-city-bulacan-freya-nrfo-rfo.html
"3-Bedroom Unit (N05E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24586800.0,3.0,2.0,102.0,,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n05e-for-sale-in-maven-at-capitol-commons-pasig-city.html
"3-Bedroom Unit (N53 E1-E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",27414000.0,3.0,2.0,113.0,,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n53-e1-e2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14278110.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-11h.html
"Lot for Sale in Foressa Mountain Town (Phase 1A), Balamban, Cebu - with Special Offer","Cansomoroy, Balamban",6000000.0,,,,540.0,10.47535,123.755596,https://www.lamudi.com.ph/lot-for-sale-in-foressa-mountain-town-phase-1a-balamban-cebu-with-special-offer.html
"2BR Condo Unit w/ Balcony for Sale in AMA Tower Residences, Mandaluyong City |5R","Wack-Wack Greenhills, Mandaluyong",15024692.0,2.0,1.0,63.0,,14.592173,121.053333,https://www.lamudi.com.ph/2br-condo-unit-w-balcony-for-sale-in-ama-tower-residences-mandaluyong-city-5r.html
"2-Bedroom Unit (18L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",44056000.0,2.0,2.0,109.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-18l-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba- Scarlett","Palo-Alto, Calamba",4767000.0,3.0,,72.0,110.0,14.188482,121.109967,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-san-francisco-heights-calamba-scarlett.html
"4-Bedroom Single Detached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...","Valle Cruz, Cabanatuan",5700000.0,4.0,,96.0,153.0,15.47877,120.995348,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-ajoya-cabanatuan-nueva-ecija-with-special-offer.html
"3-Bedroom Unit (S05D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22111600.0,3.0,2.0,98.0,,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-s05d-for-sale-in-maven-at-capitol-commons-pasig-city.html
RFO 4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Ang...,"Manibaug Paralaya, Porac",8300000.0,4.0,,171.0,213.0,15.119767,120.560714,https://www.lamudi.com.ph/rfo-4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-athens-model.html
2-Storey 3BR Single Detached House and Lot (Wellington Model) for Sale in Washington ...,"Sampaloc II, Dasmarinas",6265385.0,3.0,,78.0,160.0,14.287385,120.964753,https://www.lamudi.com.ph/2-storey-3br-single-detached-house-and-lot-wellington-model-for-sale-in-washington-place-dasmarinas-cavite.html
"1-Bedroom Unit (N14G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10998400.0,1.0,1.0,44.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n14g2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"3-Bedroom Unit for Sale in Suntrust Solana, Ermita Manila","Ermita, Manila",7500000.0,3.0,2.0,52.0,,14.590526,120.985482,https://www.lamudi.com.ph/3-bedroom-unit-for-sale-in-suntrust-solana-ermita-manila.html
"2-Bedroom Condo Unit (16C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",16612731.0,2.0,2.0,84.0,,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-16c-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"2-Bedroom Unit (10A) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",45015000.0,2.0,2.0,112.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-10a-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"2-Bedroom Unit (2209) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",24349000.0,2.0,,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2209-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 322-G","Cupang, Muntinlupa",5446700.0,2.0,1.0,58.0,,14.434669,121.040194,https://www.lamudi.com.ph/rfo-2-bedroom-condo-unit-for-sale-in-asia-enclaves-cupang-muntinlupa-city-322-g.html
"3-Bedroom Unit for Sale in Suntrust Amadea - Tower 2, Quezon City","Paligsahan, Quezon City",6626880.0,3.0,2.0,46.0,,14.646511,120.996952,https://www.lamudi.com.ph/3-bedroom-unit-for-sale-in-suntrust-amadea-tower-2-quezon-city.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14612268.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-15g.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14612268.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-6g.html
"1-Bedroom Unit (46D) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",27329000.0,1.0,1.0,70.0,,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-46d-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
RFO 4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Ang...,"Manibaug Paralaya, Porac",8300000.0,4.0,,171.0,213.0,15.119767,120.560714,https://www.lamudi.com.ph/rfo-4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-athens-model.html
"3-Bedroom Unit (S05D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22111600.0,3.0,2.0,98.0,,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-s05d-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (18L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",44056000.0,2.0,2.0,109.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-18l-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"4-Bedroom Single Detached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...","Valle Cruz, Cabanatuan",5700000.0,4.0,,96.0,153.0,15.47877,120.995348,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-ajoya-cabanatuan-nueva-ecija-with-special-offer.html
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba- Scarlett","Palo-Alto, Calamba",4767000.0,3.0,,72.0,110.0,14.188482,121.109967,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-san-francisco-heights-calamba-scarlett.html
"2-Bedroom House for Sale at Camella Quezon in Brgy. Isabang, Tayabas City, Quezon | A...","Isabang, Tayabas",2094000.0,2.0,,36.0,36.0,13.962775,121.564527,https://www.lamudi.com.ph/2-bedroom-house-for-sale-at-camella-quezon-in-brgy-isabang-tayabas-city-quezon-arielle-iu-nrfo.html
Pre-Selling 1-Bedroom Unit (32 sqm) at The Sapphire Bloc South in Ortigas CBD,"Ortigas CBD, Pasig",7400000.0,1.0,1.0,32.0,,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-32-sqm-at-the-sapphire-bloc-south-in-ortigas-cbd-1.html
"5-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Ella wCB, NRF...","Longos, Malolos",7707000.0,5.0,,100.0,121.0,14.8743986,120.7973062,https://www.lamudi.com.ph/5-bedroom-house-for-sale-at-camella-provence-in-malolos-city-bulacan-ella-wcb-nrfo.html
